idioma,traduccion
Break it down.,Desglósalo.
Break it down.,Tíralo abajo.
Break it down.,Derrúmbalo.
Break it down.,Échalo abajo.
Break it down.,Derríbalo.
Bring it here.,Tráelo aquí.
Bring the key.,Trae la llave.
Burn the body.,Quemen el cuerpo.
Burn the body.,Quema el cuerpo.
Burn the body.,Quemá el cuerpo.
Burn the body.,Queme el cuerpo.
Burn the body.,Quemad el cuerpo.
Cain was evil.,Caín era malvado.
Call a doctor.,Llamá a un médico.
Call a doctor.,Llame a un doctor.
Call for help.,Pide ayuda.
Call for help.,Pida ayuda.
Call for help.,Pidan ayuda.
Call for help.,Pedid ayuda.
Call me later.,¡Llámame después!
Call me later.,Llámame más tarde.
Call security!,¡Llama a seguridad!
Call security!,¡Llamen a seguridad!
Call security!,¡Llamad a seguridad!
Call the cops.,Llama a la Policía.
Can I come in?,¿Puedo entrar?
Can I do that?,¿Puedo yo hacer eso?
Can I go next?,¿Puedo ser el siguiente?
"Can I go, too?",¿Puedo ir yo también?
Can I have it?,¿Puedo tenerlo?
Can I hug you?,¿Puedo abrazarte?
Can I join in?,¿Puedo participar?
Can I keep it?,¿Puedo quedármelo?
Can I stop by?,¿Puedo visitar?
Can I take it?,¿Puedo tomarlo?
Can this wait?,¿Puede esperar esto?
Can this wait?,¿Esto puede esperar?
Can you drive?,¿Tú puedes conducir?
Can you sleep?,¿Puedes dormir?
"Check, please.","La cuenta, por favor."
Close the box.,Cierra la caja.
Come and look.,Venid y observad.
Come and look.,Venid y mirad.
Come out here.,Ven aquí fuera.
Come out here.,Sal aquí.
Come right in.,Entra.
Come right in.,Ven adentro.
Come right in.,Entra aquí.
Come right in.,Pasa adentro.
Come this way.,Ven por aquí.
Come tomorrow.,Venga mañana.
Cook the rice.,Cuece el arroz.
Cook the rice.,Cocina el arroz.
Dad's working.,Papá está trabajando.
Dance with me.,Baila conmigo.
Did I do that?,¿Yo hice eso?
Did Tom faint?,¿Se desfalleció Tom?
Did you do it?,¿Lo hicieron ustedes?
Did you speak?,¿Hablaste?
Do I know Tom?,¿Conozco yo a Tom?
Do I know him?,¿Le conozco?
Do I know you?,¿Le conozco?
Do I know you?,¿Te conozco?
Do I know you?,¿Os conozco?
Do I look fat?,¿Me veo gorda?
Do I look old?,¿Me veo viejo?
Do I need one?,¿Necesito uno?
Do cats dream?,¿Los gatos sueñan?
Do come again.,Espero que vuelvas.
Do come again.,Serás bienvenido.
Do fish sleep?,¿Los peces duermen?
Do it quickly.,Hazlo rápidamente.
Do it quickly.,Hágalo rápido.
Do it with me.,Hazlo conmigo.
Do the dishes.,Lava los platos.
Do what I say.,Haz lo que yo digo.
Do you follow?,¿Me sigues?
Do you see it?,¿Lo ves?
Do you see me?,¿Me ves?
Does Tom know?,¿Lo sabe Tom?
Does this fit?,¿Esto viene bien?
Does this fit?,¿Esta viene bien?
Does this fit?,¿Este viene bien?
Don't be evil.,No seas malo.
Don't be evil.,No seas mala.
Don't be evil.,No seáis malos.
Don't be evil.,No seáis malas.
Don't be late.,No llegues tarde.
Don't be mean.,No seas tacaño.
Don't be rude.,No seas grosero.
Don't come in.,No entrar.
Don't deny it.,No lo niegues.
Don't despair.,¡No te desesperes!
Don't do that.,No hagas eso.
Don't do this.,No lo hagas.
Don't get fat.,No engordes.
Don't get fat.,No subas de peso.
Don't get fat.,No engordés.
Don't give in.,No te rindas.
Don't give up!,No tires la toalla.
Don't give up!,¡No te rindas!
Don't give up.,No te rindas.
Don't hurt me.,No me lastimes.
Don't kill me.,No me mates.
Don't look up.,No mires hacia arriba.
Don't mind me.,No me prestes atención.
Don't mock me.,No te burles de mí.
Don't open it.,No lo abra.
Don't open it.,No lo abras.
Don't push it.,No lo empujes.
Don't push me!,¡No me empujes!
Don't push me!,¡No me presiones!
Don't rush me.,No me apresures.
Don't sass me.,No seas irrespetuoso conmigo.
Don't tell me.,¡No me digas!
Don't tell me.,Ni me lo digas.
Drain the oil.,Vacia el aceite.
Draw a circle.,Traza un círculo.
Draw a circle.,Dibuja un círculo.
Eat and drink.,Coman y beban.
Eat and drink.,Coma y beba.
Eat something.,Come algo.
Eat your food.,Cómete tu comida.
Everyone wins.,Todos ganan.
Feed the bird.,Alimenta al pájaro.
Fill this out.,Rellena esto.
Fry me an egg.,Fríeme un huevo.
Fry me an egg.,Preparame un huevo estrellado.
Get Tom on it.,Pon a Tom en eso.
Get Tom on it.,Ponga a Tom en eso.
Get back here.,Vuelve aquí.
Get back here.,Regresa.
Get back here.,Vuelva aquí.
Get me a beer.,Consigueme una cerveza.
Get some rest.,Descansad un poco.
Get some rest.,Descansa un poco.
Get well soon!,¡Que te mejores!
Get well soon!,¡Que te mejores pronto!
Give him time.,Dale tiempo.
Give it to me!,Dámelo.
Give it to me.,Dímelo.
Give it to me.,Dádmelo.
Give it to me.,Démelo.
Give it to me.,Dámelo.
Give it to me.,Dénmelo.
Give me a day.,Dame un día.
Give me a few.,Dame algunos.
Give me a gun.,Dame una pistola.
Give me a hug.,Dame un abrazo.
Give me a job.,Dame un trabajo.
Give me a sec.,Dame un segundo.
Give me those.,Deme esos.
Go get coffee.,Ve a traer café.
God bless you!,¡Que Dios te bendiga!
Hang in there.,Aguanta.
Hang on a sec.,Espera un segundo.
Hang on there.,Espera ahí.
Hang on there.,Espere allí.
Hang on tight.,Agárrate fuerte.
Hang on to it.,Aférrate a eso.
Hang on to it.,Guarda eso.
Hang on to it.,Conserva eso.
Have him come.,Hazlo venir.
Have some ham.,Come un poco de jamón.
Have some tea.,Bebe un poco de té.
He can't sing.,No puede cantar.
He cheated me.,Él me engañó.
He drank beer.,Él bebió cerveza.
He dug a hole.,Él cavó un agujero.
He eats a lot.,Él come mucho.
He eats a lot.,Come mucho.
He felt tired.,Se sentía cansado.
He got caught.,Le cogieron.
He grows rice.,Él cultiva arroz.
He has a blog.,Él tiene un blog.
He has a book.,Él tiene un libro.
He has a book.,Tiene un libro.
He has a cold.,Él está constipado.
He has a maid.,Él tiene una mucama.
He hugged her.,Él la abrazó.
He is English.,Es inglés.
He is a thief.,Es un ladrón.
He is at home.,Él está en casa.
He is my boss.,Él es mi jefe.
He is my type!,¡Él es mi tipo!
He is reading.,Está leyendo.
He is reading.,Él está leyendo.
He is skating.,Está andando en patineta.
He is too old.,Él es demasiado viejo.
He is too old.,Él es muy viejo.
He kissed her.,Él la besó.
He kissed her.,La besó.
He lied to me.,Él me mintió.
He liked that.,A él le gustó eso.
He looks pale.,Luce pálido.
He looks well.,Tiene buen aspecto.
He made me go.,Él me hizo ir.
He needs help.,Él necesita ayuda.
He pinched me!,¡Me pellizcó!
He seems kind.,Él parece amable.
He seems sick.,Él parece enfermo.
He seems sick.,Él se ve enfermo.
He sells cars.,Él vende carros.
He shot at me.,Él me disparó.
He smells bad.,Él huele mal.
He talks fast.,Él habla rápido.
He talks well.,Tiene don de palabra.
He talks well.,Se expresa bien.
He walks fast.,Camina rápido.
He wants more.,Quiere más.
He was crying.,Él estaba llorando.
He was stoned.,Él fue apedreado.
He went blind.,Se quedó ciego.
He won't know.,No lo sabrá.
He's a lawyer.,Es abogado.
He's a lawyer.,Él es abogado.
He's a sexist.,Él es machista.
He's a tycoon.,Es un gran hombre de negocios.
He's adorable.,Él es adorable.
He's demented.,Él está demente.
He's innocent.,Es inocente.
He's no saint.,Él no es un santo.
He's not home.,No está en casa.
He's not sick.,No está enfermo.
He's studying.,Él está estudiando.
He's your son.,Él es tu hijo.
Help yourself.,Sírvase usted mismo.
Help yourself.,Sírvete tú mismo.
Help yourself.,Servíos vosotros mismos.
Help yourself.,Sírvanse ustedes mismos.
Here he comes.,Aquí viene.
Here or to go?,¿P'aquí o pa' llevar?
"Hey, don't go.","Oye, no vayas."
"Hey, don't go.","Oye, no vayáis."
"Hey, don't go.","Oiga, no vaya."
His nose bled.,Su nariz sangraba.
Hold me close.,Abrazame fuertemente.
Hold my calls.,Retenga mis llamadas.
Hold on a sec.,Aguarda un segundo.
Hold on a sec.,Espera un segundo.
Hold on there.,Espera allí.
Hold on tight.,Agárrate fuerte.
Hold on tight.,Sujétalo fuerte.
Hold on to it.,¡Sujétalo!
Hold on to it.,Aférrate a eso.
Hold on to me.,Aférrate a mí.
Hold the door.,Sostén la puerta.
Hold the rope.,Sujeta la cuerda.
Hold the rope.,Aguanta la cuerda.
Honk the horn.,Toca la bocina.
Honk the horn.,Toca el claxon.
How about you?,¿Qué hay de ti?
How about you?,¿Qué tal tú?
How bad is it?,¿Qué tan malo es?
How beautiful!,¡Qué bonito!
How big is it?,¿Cómo de grande es?
How can I pay?,¿Cómo puedo yo pagar?
How do I look?,¿Cómo me veo?
How do you do?,¿Cómo está usted?
How do you do?,¿Cómo están ustedes?
How do you do?,¿Cómo estáis?
How late am I?,¿Qué tan retrasado estoy?
How many died?,¿Cuántos murieron?
How old is he?,¿Cuántos años tiene él?
How old is he?,¿Cuántos años tiene?
How thrilling!,¡Qué emocionante!
How's the dog?,¿Cómo está el perro?
"Hurry up, Tom.","Date prisa, Tom."
"Hurry up, Tom.","Apúrate, Tom."
I accept that.,Yo acepto eso.
I acquired it.,Yo lo adquirí.
I admired Tom.,Yo admiraba a Tom.
I almost died.,Casi morí.
I always walk.,Siempre camino.
I am American.,Soy americano.
I am American.,Soy estadounidense.
I am Japanese.,Soy japonés.
I am Japanese.,Soy japonesa.
I am a runner.,Yo me dedico al trote.
I am all ears.,Soy todo oídos.
I am confused.,Estoy confundido.
I am confused.,Estoy confundida.
I am coughing.,Estoy tosiendo.
I am divorced.,Estoy divorciada.
I am like him.,Soy como él.
I am like you.,Soy como vosotros.
I am like you.,Soy como tú.
I am like you.,Soy como vosotras.
I am new here.,Soy nuevo aquí.
I am not deaf.,No soy sordo.
I am not deaf.,No estoy sordo.
I am not sure.,No estoy seguro.
I am outraged.,Estoy indignado.
I am outraged.,Me indigna.
I am sneezing.,Estoy estornudando.
I am studying.,Estoy estudiando.
I am to blame.,Yo tengo la culpa.
I am to blame.,Es culpa mía.
I am to blame.,La culpa es mía.
I am very sad.,Estoy muy triste.
I became rich.,Me volví rico.
I believe Tom.,Creo en Tom.
I believe you.,Te creo.
I believe you.,Les creo.
I belong here.,Yo pertenezco a este lugar.
I blacked out.,Perdí la consciencia.
I blacked out.,Quedé inconsciente.
I borrowed it.,Yo lo tomé prestado.
I bribed them.,Yo los soborné.
I burned them.,Yo los quemé.
I called home.,Yo llamé a casa.
I called them.,Los llamé.
I came by bus.,Yo vine en autobús.
I can be fair.,Yo puedo ser justo.
I can be good.,Yo puedo ser bueno.
I can buy one.,Yo puedo comprar uno.
I can buy two.,Yo puedo comprar dos.
I can do both.,Yo puedo hacer ambos.
I can do more.,Yo puedo hacer más.
I can do that.,Yo puedo hacer eso.
I can do this.,Yo puedo hacer esto.
I can explain.,Yo puedo explicar.
I can feel it.,Puedo sentirlo.
I can make it.,Yo puedo hacerlo.
I can see Tom.,Puedo ver a Tom.
I can see you.,Puedo verte.
I can't dance.,Yo no puedo bailar.
I can't do it.,No puedo hacerlo.
I can't drive.,Yo no puedo conducir.
I can't drive.,Yo no puedo manejar.
I can't sleep.,No puedo dormir.
I can't smoke.,No puedo fumar.
I can't stand.,No puedo soportar.
I can't stand.,No puedo resistir.
I can't stand.,No puedo estar de pié.
I can't watch.,Yo no puedo ver.
I canceled it.,Yo lo cancelé.
I caused this.,Yo causé esto.
I contributed.,Yo contribuí.
I cried a lot.,Yo lloré bastante.
I deserved it.,Me lo merecía.
I designed it.,Yo lo diseñé.
I despise Tom.,Yo desprecio a Tom.
I despise Tom.,Yo menosprecio a Tom.
I despise you.,Yo te desprecio.
I despise you.,Yo te menosprecio.
I did my best.,Lo hice lo mejor que pude.
I did my best.,Yo hice lo mejor que pude.
I did my part.,Yo hice mi parte.
I did my work.,Hice mi trabajo.
I did nothing.,No hice nada.
I didn't call.,Yo no llamé.
I didn't care.,No me importó.
I didn't know.,Yo no sabía.
I didn't know.,Yo no supe.
I didn't look.,Yo no vi.
I didn't move.,Yo no me moví.
I didn't move.,Yo no moví.
I didn't quit.,Yo no lo dejé.
I didn't sing.,Yo no canté.
I didn't stop.,Yo no paré.
I didn't stop.,Yo no me detuve.
I didn't vote.,Yo no voté
I didn't wait.,No esperé.
I didn't walk.,Yo no caminé.
I do like Tom.,"Sí, me gusta Tom."
I do like you.,"Sí, tú me gustas."
I do love you.,Yo sí te amo.
I do love you.,Yo de veras te amo.
I do remember.,"Sí, yo recuerdo."
I do remember.,Claro que recuerdo.
I do think so.,Eso pienso yo.
I don't agree.,No estoy de acuerdo.
I don't dream.,Yo no sueño.
I don't drink.,Yo no bebo.
I don't drink.,Yo no tomo.
I don't snore.,Yo no ronco.
I don't steal.,Yo no robo.
I don't study.,No estudio.
I drank a lot.,Bebí un montón.
I dream a lot.,Yo sueño mucho.
I drink a lot.,Bebo un montón.
I drive a BMW.,Llevo un BMW.
I enjoy chess.,Yo disfruto jugar ajedrez.
I enjoy music.,Yo disfruto escuchar música.
I enjoy poker.,Yo disfruto jugar póker.
I exaggerated.,Yo exageré.
I fear no one.,No le temo a nadie.
I fed the dog.,Yo alimenté al perro.
I feel better.,Me siento mejor.
I feel hungry.,Me pica el bagre.
I feel it now.,Yo lo siento ahora.
I feel my age.,Yo siento mi edad.
I feel normal.,Yo me siento normal.
I feel queasy.,Yo me siento mareado.
I feel sleepy.,Tengo sueño.
I feel sleepy.,Yo me siento adormitado.
I feel so bad.,Yo me siento tan mal.
I feel stupid.,Yo me siento estúpido.
I fell asleep.,Me dormí.
I fell asleep.,Me quedé dormido.
I fell for it.,Yo caí por eso.
I fell for it.,Me engañaron a causa de eso.
I felt guilty.,Yo me sentí culpable.
I felt hungry.,Tenía hambre.
I felt hungry.,Yo me sentí con hambre.
I felt lonely.,Me sentía solo.
I felt reborn.,Yo me sentí renacido.
I felt scared.,Yo me sentí asustado.
I finally won.,Yo finalmente gané.
I finished it.,Yo lo terminé.
I forgive you.,Te perdono.
I fought back.,Yo me defendí.
I found these.,Yo encontré estos.
I freaked out.,Yo me volví loco.
I go to Kyoto.,Yo voy a Kioto.
I got a bonus.,Yo obtuve un bono.
I got cheated.,Resulté engañado.
I got jealous.,Yo me puse celoso.
I got married.,Yo me casé.
I got married.,Me casé.
I got nervous.,Yo me puse nervioso.
I got thirsty.,Yo me puse sediento.
I got thirsty.,Me dio sed.
I had an idea.,Tuve una idea.
I had no idea.,Yo no tuve idea.
I had to hide.,Yo me tuve que esconder.
I hate Boston.,Yo odio Boston.
I hate French.,Odio el francés.
I hate coffee.,Odio el café.
I hate flying.,Odio volar.
I hate flying.,Detesto volar.
I hate losing.,Odio perder.
I hate losing.,Detesto perder.
I hate my job.,Odio mi trabajo.
I hate myself.,Yo me odio a mí mismo.
I hate myself.,Me odio a mí mismo.
I hate soccer.,Odio el fútbol.
I hate winter.,Odio el invierno.
I have a bomb.,Yo tengo una bomba.
I have a cold.,Estoy resfriado.
I have a cold.,Estoy acatarrado.
I have a date.,Tengo una cita.
I have a life.,Tengo una vida.
I have a plan.,Yo tengo un plan.
I have a ring.,Yo tengo un aro.
I have a ring.,Yo tengo un anillo.
I have a twin.,Tengo una hermana gemela.
I have a twin.,Tengo un hermano gemelo.
I have a visa.,Tengo una visa.
I have a visa.,Tengo un visado.
I have a wife.,Tengo una mujer.
I have an egg.,Tengo un huevo.
I have braces.,Tengo rodilleras.
I have cancer.,Yo tengo cáncer.
I have failed.,Yo he fallado.
I have had it.,Yo lo he tenido.
I have orders.,Yo tengo órdenes.
I have rights.,Yo tengo derechos.
I have sinned.,He pecado.
I have tenure.,Yo tengo la tenencia.
I have to eat.,Yo tengo que comer.
I have to run.,Yo tengo que correr.
I have to try.,Tengo que intentarlo.
I have to try.,Tengo que hacer un intento.
I have to win.,Tengo que ganar.
I hear sirens.,Yo escucho sirenas.
I hear voices.,Escucho voces.
I ignored Tom.,Ignoré a Tom.
I just got up.,Recién me levanto.
I just got up.,Recién me levanté.
I just got up.,Me acabo de levantar.
I just got up.,Yo me acabo de levantar.
I just smiled.,Yo solo sonreí.
I kid you not.,No es broma.
I know French.,Yo sé francés.
I know my job.,Yo sé mi trabajo.
I know my job.,Yo conozco mi trabajo.
I know people.,Yo conozco gente.
I know people.,Yo conozco personas.
I know things.,Yo sé cosas.
I let Tom win.,Yo dejo a Tom ganar.
I let Tom win.,Yo dejé a Tom ganar.
I let it fall.,Yo lo dejo caer.
I let it fall.,Yo lo dejé caer.
I let them go.,Yo los dejo ir.
I let them go.,Yo los dejé ir.
I let you win.,Yo te dejo ganar.
I lied to Tom.,Yo le mentí a Tom.
I lied to you.,Te mentí.
I lied to you.,Les mentí.
I like French.,Me gusta el francés.
I like apples.,Me gustan las manzanas.
I like camels.,Me gustan los camellos.
I like clocks.,Me gustan los relojes.
I like coffee.,Me gusta el café.
I like horses.,Me gustan los caballos.
I like movies.,Me gustan las películas.
I like my job.,Me gusta mi trabajo.
I like school.,Me gusta la escuela.
I like sewing.,Me gusta coser.
I like skiing.,Me gusta esquiar.
I like spoons.,Me gustan las cucharas.
I like sports.,Me gusta el deporte.
I like sweets.,Prefiero los dulces.
I like sweets.,Me gustan los dulces.
I like tennis.,Me gusta el tenis.
I like to eat.,Me gusta comer.
I like trains.,Me gustan los trenes.
I like tulips.,Me gustan los tulipanes.
I like winter.,Me gusta el invierno.
I looked away.,Yo miré a otro lado.
I looked away.,Yo aparté la vista.
I looked down.,Yo miré hacia abajo.
I lost my dog.,Perdí a mi perro.
I lost my hat.,Yo perdí mi sombrero.
I lost my key.,He perdido la llave.
I lost my key.,He perdido mi llave.
I lost my key.,Perdí mi clave.
I love Arabic.,Me encanta el árabe.
I love Boston.,Yo amo Boston.
I love French.,Me encanta el francés.
I love Monday!,¡Me encantan los lunes!
I love baking.,Me gusta hornear.
I love camels.,Yo amo los camellos.
I love cheese.,Yo amo el queso.
I love coffee.,Me encanta el café.
I love garlic.,Yo amo el ajo.
I love hiking.,Yo amo el excursionismo.
I love horses.,Me encantan los caballos.
I love my dad.,Amo a mi papá.
I love my job.,Me encanta mi trabajo.
I love my job.,Me gusta el empleo que tengo.
I love my mom.,Quiero a mi mamá.
I love my son.,Amo a mi hijo.
I love myself.,Yo me quiero.
I love nature.,Amo la naturaleza.
I love sports.,Me encanta el deporte.
I love sports.,Adoro el deporte.
I love spring.,Yo amo la primavera.
I made a deal.,Yo hice un negocio.
I made a deal.,Yo hice un trato.
I made coffee.,Hice café.
I made dinner.,Hice la cena.
I made him go.,Yo hice que él se fuera.
I made supper.,Preparé cena.
I miss Boston.,Yo extraño Boston.
I miss my cat.,Yo extraño a mi gato.
I miss my mom.,Yo extraño a mi mamá.
I must fix it.,Yo debo arreglarlo.
I must fix it.,Yo tengo que repararlo.
I must go now.,Ahora tengo que irme.
I must go now.,Tengo que irme ahora.
I must go now.,Yo tengo que irme en este momento.
I must object.,Yo debo objetar.
I must refuse.,Yo debo rechazar.
